Ticker,Year,Year_Int,COD_Year,Years_Since_COD,Pre_Post_COD,Revenue,EBIT,PAT,CapEx,Change_in_WC,Depreciation_Expense,Interest_Expense,Tax_Rate,Working_Capital,FCF,EBIT_Margin,Net_Profit_Margin,Debt_Ratio,Current_Ratio,ROA,ROE,Asset_Turnover,Interest_Burden,Revenue_Growth,EBIT_Growth,Revenue_Lag1,FCF_Lag1,Revenue_Growth_Lag1,Rolling3_Avg_Rev_Growth,Rolling3_Avg_Ebit_Margin,Installed_Capacity_MW,License_Issue_Year,License_Term_Years,PPA_Tariff_Wet,PPA_Tariff_Dry,PLF,GDP_Growth,Inflation,Interest_Rate,Total_IPP_Generation_GWh,Power_Import_From_India_GWh,National_Peak_Demand_MW,OperatingCashFlow_Proxy,Market_Cap,Total_Debt
AHL,2011/12,2011,2021.0,-10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,,,6.2,2076.0,36.0,4.8,8.4,0.0,3.4,9.6,10.43,453.89,2638.95,928.08,0.0,0.0,0.0
AHL,2012/13,2012,2021.0,-9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,6.2,2076.0,36.0,4.8,8.4,0.0,4.8,8.3,12.4,628.81,2567.95,985.69,0.0,0.0,0.0
AHL,2013/14,2013,2021.0,-8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,6.2,2076.0,36.0,4.8,8.4,0.0,4.128857037627179,9.9,11.473333333333333,680.85,2498.87,1046.87,0.0,0.0,0.0
AHL,2014/15,2014,2021.0,-7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,6.2,2076.0,36.0,4.8,8.4,0.0,6.011482840807486,9.1,10.546666666666669,864.8,2431.64,1111.85,0.0,0.0,0.0
AHL,2015/16,2015,2021.0,-6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,6.2,2076.0,36.0,4.8,8.4,0.0,3.976053273982289,7.21,9.62,1021.3,2366.22,1180.86,0.0,0.0,0.0
AHL,2016/17,2016,2021.0,-5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,6.2,2076.0,36.0,4.8,8.4,0.0,0.43311371777683,9.92,8.86,1012.0,1778.0,1385.0,0.0,0.0,0.0
AHL,2017/18,2017,2021.0,-4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,6.2,2076.0,36.0,4.8,8.4,0.0,8.977279354213003,4.47,11.33,1623.0,2175.0,1444.0,0.0,0.0,0.0
AHL,2018/19,2018,2021.0,-3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,6.2,2076.0,36.0,4.8,8.4,0.0,7.622376107681873,4.15,12.47,2019.0,2582.0,1508.0,0.0,0.0,0.0
AHL,2019/20,2019,2021.0,-2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,6.2,2076.0,36.0,4.8,8.4,0.0,6.657055991898845,4.64,12.134092700177552,2033.0,2813.0,1320.0,0.0,0.0,0.0
AHL,2020/21,2020,2021.0,-1.0,0,0.0,51997.399,51997.399,0.0,339515.196,0.0,0.0,0.0,339515.196,-287517.797,,,0.7590167424787383,6.950120592768122,0.0420956899913273,0.1746830482097426,0.0,0.0,,,0.0,0.0,,,,6.2,2076.0,36.0,4.8,8.4,0.0,-2.3696213419770182,6.15,10.109165203675886,2836.0,1729.0,1408.0,51997.399,0.0,937334.176
AHL,2021/22,2021,2021.0,0.0,1,98366.499,122816.746,26747.989,0.0,-340920.002,32511.932,63556.825,0.0,-1404.8059999999969,496248.68,1.2485627449239605,0.2719217342481611,0.7822449954785976,0.9835811500064984,0.01872295864206,0.0859817607562952,0.0688542190046974,0.5174931519517705,,1.3619786443548842,0.0,-287517.797,,,,6.2,2076.0,36.0,4.8,8.4,0.3018562472381794,4.8381498272749335,3.6,8.434801897175857,3093.0,2806.0,1482.0,59259.921,0.0,0.0
AHL,2022/23,2022,2021.0,1.0,1,148794.748,118579.605,-42276.723,0.0,18996.322,45967.449,114888.879,0.0,17591.516000000003,145550.73200000002,0.7969340759258519,-0.2841277905857268,0.7257927682008299,1.2340885469346743,-0.0303442598611215,-0.1106617781814948,0.1067979298982584,0.9688755414558852,0.5126567430238622,-0.0344997008795527,98366.499,496248.68,,,,6.2,2076.0,36.0,4.8,8.4,0.4566048878087101,5.63131455833327,6.32,11.620299693912472,4286.0,1543.0,1748.0,3690.7260000000015,1122000.0,1011184.378
AHL,2023/24,2023,2021.0,2.0,1,130527.704,98715.722,-55807.165,0.0,-52225.765000000014,46301.25,108221.637,0.0,-34634.24900000001,197242.737,0.7562817622226772,-0.427550345940353,0.7589187942819527,0.7211062216338604,-0.0412412379791572,-0.1710678269437158,0.0964593722604794,1.0962958564999403,-0.1227667256105033,-0.167515172613368,148794.748,145550.73200000002,0.5126567430238622,,0.9339261943574964,6.2,2076.0,36.0,4.8,8.4,0.4005490008346835,1.952544632643292,7.74,12.2968211469067,5118.0,1833.0,1870.0,-9505.915,1769019.9999999998,1026960.112
AHL,2024/25,2024,2021.0,3.0,1,136437.398,102829.339,-28161.037,0.0,-31832.816999999995,46357.399,84632.977,0.0,-66467.066,181019.555,0.7536741429208436,-0.2064026243009999,0.7757610188420745,0.5807782552223636,-0.0213875891761463,-0.095378551337083,0.1036207230822635,0.8230430908439467,0.0452753999258271,0.041671345928058,130527.704,197242.737,-0.1227667256105033,0.145055139113062,0.7689633270231241,6.2,2076.0,36.0,4.8,8.4,0.4186840170373643,3.7,5.44,9.934009948215072,6564.0,1895.0,2212.0,18196.362,2105212.0,1021444.473
AHPC,2011/12,2011,2010.0,1.0,1,72544.18972,63275.7069,42548.89935,-108676.28490000004,-6992.797089999989,13844.68795,5510.1356,0.0312376230930245,-26119.85908999999,190812.8941569131,0.8722367310769654,0.5865238761950018,0.1846959472413074,0.6168406379327688,0.112362129222092,0.1378162280151277,0.1915729841230452,0.0870813756171564,0.0387784310331265,0.1790840686586539,69836.057,,,,,3.0,2057.0,40.0,4.8,8.4,0.4600722331303906,3.4,9.6,10.43,453.89,2638.95,928.08,56393.5873,808665.41,69940.01736999999
AHPC,2012/13,2012,2010.0,2.0,1,70098.59702,70501.53848,54104.42748,112049.33150000004,-19792.380030000008,11650.62248,2551.18602,0.0389931266238729,-45912.23912,-12853.865927128509,1.005748210051694,0.7718332431755137,0.2678948508103692,0.5078122898399802,0.1234992654508378,0.1686906116967466,0.1600077044397974,0.0361862460735339,-0.0337117653314385,0.1141959834825647,72544.18972,190812.8941569131,0.0387784310331265,,0.8821431570504364,3.0,2057.0,40.0,4.8,8.4,0.444562385971588,4.8,8.3,12.4,628.81,2567.95,985.69,65755.04996,868983.8099999999,117363.43106999999
AHPC,2013/14,2013,2010.0,3.0,1,68780.51902,73060.288,57796.72918,530.7171000000089,76757.12851000001,10371.19713,1975.75069,0.0480390469599097,30844.889390000004,2633.892913863456,1.0622235633138437,0.8403066740917419,0.0708815635769259,1.8169884642716936,0.1070150683581625,0.0705214501305587,0.1273523960449693,0.0270427443428638,-0.018803200863263,0.0362935274203394,70098.59702,-12853.865927128509,-0.0337117653314385,-0.0045788450538583,0.9800695014808344,3.0,2057.0,40.0,4.8,8.4,0.4362031901319128,4.128857037627179,9.9,11.473333333333333,680.85,2498.87,1046.87,68167.92631000001,3722235.6599999997,106494.76948
AHPC,2014/15,2014,2010.0,4.0,1,64523.15605,75340.42945,59187.19798,33261.73199999996,176772.78355000002,11815.27066,70.0703,0.0672584439098621,207617.67294,-127946.09548830774,1.1676494775242787,0.9173016573171796,0.0308936255406504,8.440891912301577,0.0655325904169178,0.0676216688380981,0.0714406105060141,0.0009300491185347,-0.0618978023233883,0.0312090399917393,68780.51902,2633.892913863456,-0.018803200863263,-0.0381375895060299,1.078540416963272,3.0,2057.0,40.0,4.8,8.4,0.4092031712962963,6.011482840807486,9.1,10.546666666666669,864.8,2431.64,1111.85,71002.46863999999,2458162.96,27902.25626
AHPC,2015/16,2015,2010.0,5.0,1,66160.63688,79956.99438,64488.85593,9542.673100000016,-147508.58936,10088.65256,1223.8694,0.0605382537515029,60109.083580000006,223171.1063850161,1.208528184591442,0.9747314864421236,0.0351274440224506,2.931080068880733,0.0727765388623748,0.0754260636916871,0.074663166086916,0.0153065958705687,0.0253781887037747,0.0612760633792751,64523.15605,-127946.09548830774,-0.0618978023233883,-0.0184409381609588,1.1461337418098547,3.0,2057.0,40.0,4.8,8.4,0.4195880065956368,3.976053273982289,7.21,9.62,1021.3,2366.22,1180.86,74577.50849,3174806.08,34109.25546
AHPC,2016/17,2016,2010.0,6.0,1,51619.251,114064.481,90666.661,435.3491999999969,64559.59141999998,11436.659,156.006,0.1152039210469346,124668.675,47365.52391661644,2.2097275491269723,1.756450534317129,0.0251078115397679,6.140607012890043,0.0938671307540724,0.0962846270235568,0.0534413744766037,0.001367700081851,-0.2197890855611728,0.4265728956481567,66160.63688,223171.1063850161,0.0253781887037747,-0.0854362330602621,1.528635070414231,3.0,2057.0,40.0,4.8,8.4,0.3273671423135464,0.43311371777683,9.92,8.86,1012.0,1778.0,1385.0,102103.32,2341012.68,24748.984
AHPC,2017/18,2017,2010.0,7.0,1,52059.756,39450.967,20118.922,57610.43599999999,-29222.41399999999,12472.46,4193.924,0.1169940656802891,95446.261,18919.87597565108,0.7578016116710189,0.3864582461738775,0.0696092068556322,2.332249918379921,0.0195478129407408,0.0210103249997526,0.0505819532492153,0.1063072547752758,0.0085337348269544,-0.6541345153711785,51619.251,47365.52391661644,-0.2197890855611728,-0.0619590540101478,1.392019115129811,3.0,2057.0,40.0,4.8,8.4,0.330160806697108,8.977279354213003,4.47,11.33,1623.0,2175.0,1444.0,32591.382,1427508.819,71642.91
AHPC,2018/19,2018,2010.0,8.0,1,54973.089,82362.342,53079.646,82403.94200000004,5817.029999999999,13045.18,7205.907,0.1454101837098605,101263.291,-4789.773280994414,1.4982301976881816,0.9655569109460084,0.0824474661473581,2.1150740369791503,0.0481900078661452,0.0525201623655618,0.0499090289964688,0.0874903120166252,0.055961326441868,1.087714149060022,52059.756,18919.87597565108,0.0085337348269544,-0.0517646747641167,1.4885864528287245,3.0,2057.0,40.0,4.8,8.4,0.3486370433789954,7.622376107681873,4.15,12.47,2019.0,2582.0,1508.0,66124.826,1035643.6529999999,89014.244
AHPC,2019/20,2019,2010.0,9.0,1,69221.402,107569.169,69864.003,112675.787,75251.48400000003,12321.39,9491.751,0.1785569535290816,176514.77500000002,-87243.93511029497,1.5539871469231437,1.0092832705122037,0.1090413803206952,2.338844900201184,0.0577821917924269,0.0648539567564038,0.0572507178912248,0.08823858256263,0.2591870542330267,0.3060479630363108,54973.089,-4789.773280994414,0.055961326441868,0.1078940385006164,1.2700063187607815,3.0,2057.0,40.0,4.8,8.4,0.4389992516489092,6.657055991898845,4.64,12.134092700177552,2033.0,2813.0,1320.0,82185.393,928440.576,131841.093
AHPC,2020/21,2020,2010.0,10.0,1,53427.984,111967.056,77774.169,1426330.6360000002,-446706.44500000007,12306.637,769.193,0.2072404959275119,-270191.67000000004,-878554.6062129836,2.095663126649136,1.4556822694264488,0.3840228826394998,0.5255638386687372,0.0265238037781622,0.0430597225621276,0.0182208743866976,0.0068698153499722,-0.2281580196829877,0.0408842704734476,69221.402,-87243.93511029497,0.2591870542330267,0.0289967869973023,1.71596015708682,3.0,2057.0,40.0,4.8,8.4,0.3388380517503805,-2.3696213419770182,6.15,10.109165203675886,2836.0,1729.0,1408.0,90080.806,7547323.68,1126047.411
AHPC,2021/22,2021,2010.0,11.0,1,139098.455,186039.225,85039.138,690409.2659999998,415822.955,35737.523,40536.267,0.2191542844650877,145631.28499999997,-925226.7662373144,1.3374643521382032,0.6113593281823296,0.4067882899456342,2.252739208432537,0.0267909593528094,0.0451625598394781,0.0438219523573203,0.2178909689609812,1.603475643026321,0.6615532429467469,53427.984,-878554.6062129836,-0.2281580196829877,0.5448348925254534,1.662371541903494,3.0,2057.0,40.0,4.8,8.4,0.8821566146626079,4.8381498272749335,3.6,8.434801897175857,3093.0,2806.0,1482.0,120776.661,6159087.795000001,1272854.178
AHPC,2022/23,2022,2010.0,12.0,1,262754.918,357414.835,50846.849,182809.58100000024,117473.44400000002,89657.152,181227.377,0.4088723653793697,263104.729,651.9129918726394,1.360259353927678,0.1935143569796094,0.4485806369972721,1.826523220124212,0.0145798477482311,0.0264405799405324,0.075342460248401,0.5070505173631084,0.8889851652198439,0.921179982339746,139098.455,-925226.7662373144,1.603475643026321,0.7547675961877257,1.5977956109050055,3.0,2057.0,40.0,4.8,8.4,1.0,5.63131455833327,6.32,11.620299693912472,4286.0,1543.0,1748.0,140504.001,4763304.63,1564413.587
AHPC,2023/24,2023,2010.0,13.0,1,110211.414,288722.951,492.075,196240.8219999997,964839.835,95504.949,140558.58,0.9906546363828836,1227944.564,-1062877.4870382978,2.619719142701499,0.0044648279351537,0.1167037119512094,9.129015228815398,0.0001120811321048,0.0001268896220003,0.0251031246293586,0.4868285652843718,-0.5805543247719535,-0.1921909145153418,262754.918,651.9129918726394,0.8889851652198439,0.6373021611580705,1.7724809495891265,3.0,2057.0,40.0,4.8,8.4,0.698956202435312,1.952544632643292,7.74,12.2968211469067,5118.0,1833.0,1870.0,95997.024,6646210.9308,512369.727
AHPC,2024/25,2024,2010.0,14.0,1,274746.583,680064.851,448137.547,-3084915.122,-284255.8069999999,94330.761,37302.063,0.1760744435357998,943688.757,4023824.50079192,2.4752440724622224,1.631094159959034,0.0913879638590874,5.956034622786155,0.0942719158270835,0.1037537607662324,0.057796734327987,0.0548507439329488,1.492904981692731,1.3554235942954187,110211.414,-1062877.4870382978,-0.5805543247719535,0.6004452740468738,2.1517408563638,3.0,2057.0,40.0,4.8,8.4,1.0,3.7,5.44,9.934009948215072,6564.0,1895.0,2212.0,542468.308,11224239.9507,434428.19200000004
AKJCL,2018/19,2018,2017.0,1.0,1,204470.7048,178658.1759,-41281.52348,-1215.0,215515.1924,80835.33473,139104.3646,0.0,-176388.63199999998,45193.31823000006,0.8737592804541455,-0.2018945624527431,0.7339364782187143,0.5104017144896222,-0.0192656845241691,-0.0724100936190228,0.0954244843948117,0.7786062065128249,0.0103041192924571,-0.3275409723661922,202385.3025,,,,,7.0,2066.0,35.0,4.8,8.4,0.5557477299412916,7.622376107681873,4.15,12.47,2019.0,2582.0,1508.0,39553.81125,552000.0,1570361.05
AKJCL,2019/20,2019,2017.0,2.0,1,226270.947,182785.734,-28596.37,0.0,39609.811999999976,82044.359,129337.745,0.0,-136778.82,225220.281,0.8078179564078105,-0.1263810947854476,0.7301886436218218,0.4842340376683972,-0.0142483278993136,-0.0528084809485574,0.1127409754085647,0.7075921198532923,0.1066179246622324,0.0231031022185646,204470.7048,45193.31823000006,0.0103041192924571,,0.998105119251304,7.0,2066.0,35.0,4.8,8.4,0.615000399543379,6.657055991898845,4.64,12.134092700177552,2033.0,2813.0,1320.0,53447.989,392000.0,1465487.3730000001
AKJCL,2020/21,2020,2017.0,3.0,1,193578.152,152139.855,751.84,0.0,136743.967,28599.074,122788.941,0.0,-34.853000000002794,43994.962,0.7859350522160167,0.0038839093783682,0.7275197213842128,0.99970614462524,0.0003817454774045,0.0014010022253078,0.0982889764449031,0.8070793875805915,-0.1444851645050126,-0.167660124941698,226270.947,225220.281,0.1066179246622324,-0.0091877068501076,0.8225040963593243,7.0,2066.0,35.0,4.8,8.4,0.5261419656447054,-2.3696213419770182,6.15,10.109165203675886,2836.0,1729.0,1408.0,29350.914,2312000.0,1432835.383
AKJCL,2021/22,2021,2017.0,4.0,1,222982.094,170364.22,24716.527,0.0,1696.4860000000044,28289.106,117358.587,0.0,1661.6330000000016,196956.84,0.7640264603488744,0.1108453443799841,0.7117552448364889,1.013879469011932,0.0126924656657123,0.0440336396008746,0.1145060781461591,0.6888687483792078,0.1518970074680742,0.119786922368238,193578.152,43994.962,-0.1444851645050126,0.0380099225417647,0.7859264896575672,7.0,2066.0,35.0,4.8,8.4,0.6060613557295064,4.8381498272749335,3.6,8.434801897175857,3093.0,2806.0,1482.0,53005.633,1604000.0,1385948.192
AKJCL,2022/23,2022,2017.0,5.0,1,192217.314,131916.963,-8388.23,0.0,-53562.972,28134.876,112170.317,0.0,-51901.33899999999,213614.811,0.6862907417382805,-0.0436393050420005,0.7102991341321002,0.6762576734308396,-0.004394974399067,-0.0151707327000917,0.1007113746389202,0.8503100317735484,-0.1379697331212613,-0.225676829324843,222982.094,196956.84,0.1518970074680742,-0.0435192967193998,0.7454174181010572,7.0,2066.0,35.0,4.8,8.4,0.5224432322243966,5.63131455833327,6.32,11.620299693912472,4286.0,1543.0,1748.0,19746.646,1540000.0,1355673.9959999998
AKJCL,2023/24,2023,2017.0,6.0,1,174170.77,131572.409,-14172.502,0.0,-64515.325,27578.091,118166.82,0.0,-116416.664,223665.825,0.7554218713048121,-0.0813713001326227,0.7136701108796945,0.4751209582840045,-0.0075322795709094,-0.026306298731205,0.0925667840950436,0.8981124606451494,-0.093886152212074,-0.0026119006393436,192217.314,213614.811,-0.1379697331212613,-0.0266529592884203,0.7352463577973224,7.0,2066.0,35.0,4.8,8.4,0.473393047401609,1.952544632643292,7.74,12.2968211469067,5118.0,1833.0,1870.0,13405.589,1760000.0,1342819.392
AKJCL,2024/25,2024,2017.0,7.0,1,169699.694,129819.158,41037.975,0.0,798851.7629999999,27070.696,61710.487,0.0,682435.0989999999,-641961.909,0.7649934713494534,0.2418270418330866,0.3090701128270549,14.586716390747805,0.0156812328327881,0.0226958380639032,0.0648448275838878,0.4753573197570732,-0.0256706449652832,-0.013325369758944,174170.77,223665.825,-0.093886152212074,-0.0858421767662061,0.7355686947975153,7.0,2066.0,35.0,4.8,8.4,0.4612407425527288,3.7,5.44,9.934009948215072,6564.0,1895.0,2212.0,68108.671,4164000.0,808840.204
AKPL,2015/16,2015,2019.0,-4.0,0,0.0,-1402.019,-5375.816,1243800.469,74851.00900000002,3973.797,0.0,0.0,389252.3,-1316079.7000000002,,,0.4716268946977835,3.014432681871637,-0.0023890893225869,-0.0045215952489111,0.0,-0.0,,-1.2374085028684214,0.0,,,,,25.0,2070.0,35.0,4.8,8.4,0.0,3.976053273982289,7.21,9.62,1021.3,2366.22,1180.86,-1402.0189999999998,0.0,1061232.572
AKPL,2016/17,2016,2019.0,-3.0,0,0.0,594.164,-2844.454,1693818.424,-376461.346,3438.618,0.0,0.0,12790.954000000029,-1313324.296,,,0.6019905711161349,1.0352435142442613,-0.0007618181663247,-0.001914070650188,0.0,0.0,,-1.42379168898567,0.0,-1316079.7000000002,,,,25.0,2070.0,35.0,4.8,8.4,0.0,0.43311371777683,9.92,8.86,1012.0,1778.0,1385.0,594.1639999999998,3900000.0,2247694.4809999997
AKPL,2017/18,2017,2019.0,-2.0,0,0.0,926.912,-1614.986,788345.9369999999,18634.12699999998,2541.898,0.0,0.0,31425.08100000001,-803511.2539999998,,,0.6741583160481076,1.0833133474605894,-0.0003544921942745,-0.0010879277014996,0.0,0.0,,0.560027197878027,0.0,-1313324.296,,,,25.0,2070.0,35.0,4.8,8.4,0.0,8.977279354213003,4.47,11.33,1623.0,2175.0,1444.0,926.912,6135000.0,3071312.316
AKPL,2018/19,2018,2019.0,-1.0,0,0.0,1294.423,28.603,346622.943,-6715.012999999977,1265.82,0.0,0.0,24710.06800000003,-337347.687,,,0.7008471314759026,1.0556826086520532,5.764048985085236e-06,1.9267904778994046e-05,0.0,0.0,,0.3964896343989504,0.0,-803511.2539999998,,,,25.0,2070.0,35.0,4.8,8.4,0.0,7.622376107681873,4.15,12.47,2019.0,2582.0,1508.0,1294.423,2820000.0,3573307.749
AKPL,2019/20,2019,2019.0,0.0,1,407203.345,408475.703,107977.227,270605.56400000025,-33818.639000000025,32735.765,266672.032,0.009999999449884,-9108.570999999996,200339.7861947088,1.00312462560935,0.2651678291100482,0.6988257653272203,0.9838766623868332,0.0204211244250191,0.0678050180726992,0.0770120738007933,0.6528467422700048,,314.56585675625354,0.0,-337347.687,,,,25.0,2070.0,35.0,4.8,8.4,0.309896000761035,6.657055991898845,4.64,12.134092700177552,2033.0,2813.0,1320.0,140712.992,1740000.0,3695059.426
AKPL,2020/21,2020,2019.0,1.0,1,706706.836,629588.46,287237.532,754237.4220000003,-94846.392,56794.399,274008.346,0.0291359172891324,-103954.963,8648.191703247372,0.8908764255960868,0.4064451019404034,0.6684963071117197,0.686656283764508,0.0507745714074381,0.1531644216842845,0.1249235657288918,0.4352181836369746,0.7355133367089606,0.5413118953613748,407203.345,200339.7861947088,,,,25.0,2070.0,35.0,4.8,8.4,0.5378286423135464,-2.3696213419770182,6.15,10.109165203675886,2836.0,1729.0,1408.0,344031.931,7515981.0,3781759.729
AKPL,2021/22,2021,2019.0,2.0,1,751099.302,692819.787,249541.56,42064.25600000005,63537.16500000001,187677.261,250534.261,0.0100999912954877,-40417.79799999998,767898.1531819582,0.9224077098130494,0.3322351110372886,0.6260745673312305,0.8046230890189522,0.0441546273038029,0.1180840442158694,0.1329017489028943,0.3616153373517896,0.0628159566861753,0.1004327922401882,706706.836,8648.191703247372,0.7355133367089606,,0.9388029203394956,25.0,2070.0,35.0,4.8,8.4,0.5716128630136986,4.8381498272749335,3.6,8.434801897175857,3093.0,2806.0,1482.0,437218.821,8515416.195,3538284.292
AKPL,2022/23,2022,2019.0,3.0,1,653294.18,571559.686,672.232,52285.29899999965,-165271.42400000003,218934.339,351932.467,0.0201985162296492,-205689.222,891935.4924061161,0.8748886849106783,0.0010289881964048,0.6246516045603616,0.3486750364927335,0.0001226774308626,0.000326836167179,0.1192214170106674,0.6157405352763106,-0.1302159671025762,-0.1750240152999556,751099.302,767898.1531819582,0.0628159566861753,0.2227044420975199,0.8960576067732715,25.0,2070.0,35.0,4.8,8.4,0.4971797412480974,5.63131455833327,6.32,11.620299693912472,4286.0,1543.0,1748.0,219606.571,4785515.602,3422885.4850000003
AKPL,2023/24,2023,2019.0,4.0,1,237309.533,183243.642,-301861.788,38602.84499999974,423154.816,202345.574,279056.21,0.0,217465.594,-76168.44499999972,0.7721714323208415,-1.2720171169861938,0.4044146889994082,2.8343160581071007,-0.048290377227673,-0.0810805375985562,0.037963622173645,1.5228698084924552,-0.6367493538668905,-0.679397188975291,653294.18,891935.4924061161,-0.1302159671025762,-0.2347164547610971,0.8564892756815231,25.0,2070.0,35.0,4.8,8.4,0.1806008622526636,1.952544632643292,7.74,12.2968211469067,5118.0,1833.0,1870.0,-99516.214,7207492.885000001,2527984.831
AKPL,2024/25,2024,2019.0,5.0,1,632291.371,623727.943,170156.454,-5662144.993,-273441.387,221918.125,208167.679,0.1125873132200136,-55975.793000000005,6711008.594717384,0.9864565161051358,0.2691108273878372,0.3943382479933458,0.8248721176283047,0.0265181118387364,0.0437836989885488,0.0985397432579665,0.3337475598716282,1.6644162289089333,2.403817650600941,237309.533,-76168.44499999972,-0.6367493538668905,0.2991503026464888,0.8778388777788853,25.0,2070.0,35.0,4.8,8.4,0.4811958683409437,3.7,5.44,9.934009948215072,6564.0,1895.0,2212.0,392074.579,10245158.94037,2530315.8219999997
API,2012/13,2012,2015.0,-3.0,0,0.0,-671.477,-2157.83701,25182.52015,40197.81774,1477.2199,9.14011,0.0,44584.57936,-64574.59499,,,0.0341040903771263,108.9374890663388,-0.0262164285082275,-0.0271420846149597,0.0,-0.0136119479892833,,1.1330778677283777,0.0,,,,,8.5,2069.0,35.0,4.8,8.4,0.0,4.8,8.3,12.4,628.81,2567.95,985.69,-680.6171100000001,0.0,2807.05926
API,2013/14,2013,2015.0,-2.0,0,0.0,-1328.523,-3727.22,307177.39074,200844.05564,2058.419,340.278,0.0,245428.635,-507291.55038,,,0.2673859763615616,20.076035949235685,-0.0053494405474954,-0.0073018538894573,0.0,-0.2561325622514627,,0.9785085714030411,0.0,-64574.59499,,,,8.5,2069.0,35.0,4.8,8.4,0.0,4.128857037627179,9.9,11.473333333333333,680.85,2498.87,1046.87,-1668.801,0.0,186301.044
API,2014/15,2014,2015.0,-1.0,0,0.0,-4812.18485,-6667.12575,958899.39,-67270.89176999999,1821.9409,33.0,0.0,178157.74323,-894618.7421800002,,,0.5476631145592016,4.028552166757998,-0.004299919778694,-0.0095060118193034,0.0,-0.0068575919314487,,2.6222066535543607,0.0,-507291.55038,,,,8.5,2069.0,35.0,4.8,8.4,0.0,6.011482840807486,9.1,10.546666666666669,864.8,2431.64,1111.85,-4845.18485,0.0,849164.41267
API,2015/16,2015,2015.0,0.0,1,105894.021,109885.0719,80829.72614,-1295971.87,-53945.735960000005,10308.42364,17764.4221,0.012009207503029,124212.00727,1468791.4688700675,1.0376891052234196,0.7633077427478177,0.43223482684148,3.0438519693958512,0.0430029925794016,0.0757408072912982,0.0563376868477659,0.161663652694939,,-23.834757043882053,0.0,-894618.7421800002,,,,8.5,2069.0,35.0,4.8,8.4,0.2370266384636046,3.976053273982289,7.21,9.62,1021.3,2366.22,1180.86,91138.14978,8430000.0,751668.175
API,2016/17,2016,2015.0,1.0,1,138142.021,160295.522,75040.466,556362.152,-74045.07326999998,17368.011,65494.811,0.030894363750715,50166.93400000001,-309605.77389427874,1.1603675756271148,0.5432124523500347,0.5342037975392755,1.3142766352445585,0.0306583993575846,0.0658193415824805,0.0564390584658929,0.4085879017880487,0.3045308856483976,0.4587561279104009,105894.021,1468791.4688700675,,,,8.5,2069.0,35.0,4.8,8.4,0.3092085705971886,0.43311371777683,9.92,8.86,1012.0,1778.0,1385.0,92408.477,5722500.0,1047921.252
API,2017/18,2017,2015.0,2.0,1,127829.031,147778.511,57724.714,906549.881,-412864.248,18020.498,70369.622,0.0280135051983476,-362697.314,-332026.4180861026,1.1560637661408857,0.4515774980724057,0.6319837972123408,0.2451335923739621,0.0177734782828874,0.048295368921956,0.0393586446595654,0.4761830493744791,-0.0746549813398198,-0.0780870909169876,138142.021,-309605.77389427874,0.3045308856483976,,1.11804014899714,8.5,2069.0,35.0,4.8,8.4,0.2861246105291432,8.977279354213003,4.47,11.33,1623.0,2175.0,1444.0,75745.212,3220560.0,2020927.5329999998
API,2018/19,2018,2015.0,3.0,1,178740.059,162680.134,70922.012,202731.805,44976.962,17805.27,72390.41,0.0215555462416809,-317720.352,-70730.02215103983,0.910149268776956,0.3967885676931549,0.6293129301129313,0.227659673011858,0.0207836408902079,0.0560678873425747,0.0523796363666414,0.4449861714522561,0.3982743794717493,0.1008375500548925,127829.031,-332026.4180861026,-0.0746549813398198,0.2093834279267757,1.075526870181652,8.5,2069.0,35.0,4.8,8.4,0.4000807122392336,7.622376107681873,4.15,12.47,2019.0,2582.0,1508.0,88727.282,1702701.0,2178636.601
API,2019/20,2019,2015.0,4.0,1,324437.259,288237.81,108659.474,-1623463.767,18317.37900000001,26257.31,150648.258,0.0240071335310035,-299402.973,1912721.744406646,0.888423884754864,0.3349167550450794,0.6138073550424428,0.3347375911594871,0.0305502176130003,0.0791061611656478,0.0912173462593363,0.5226526596215813,0.8151345636514532,0.7718070603507126,178740.059,-70730.02215103983,0.3982743794717493,0.3795846539277942,0.9848789732242352,8.5,2069.0,35.0,4.8,8.4,0.7262003290357238,6.657055991898845,4.64,12.134092700177552,2033.0,2813.0,1320.0,134916.784,1285956.0,2121279.805
